title,link,job_description,published,companyName,companyLocation
"Software Development Engineer, AWS SageMaker, AWS SageMaker",https://in.indeed.com/rc/clk?jk=bdcc1b2cebeb0347&fccid=fe2d21eef233e94a&vjs=3,"
Mentor engineers on backend development in a scrum team setting.
Collaborate with other SageMaker engineers for cross-cutting features.
",Posted30+ days ago,ADCI MAA 15 SEZ,"Chennai, Tamil Nadu"
Staff Software Engineer,https://in.indeed.com/rc/clk?jk=aaa3df8e344d0ab4&fccid=c5c99ec01e2125aa&vjs=3,"
We are looking to grow our team of Software researchers who dabble with data science, NLP and other interesting areas to solve problems across domains of…
",Posted30+ days ago,GE Corporate,"Bengaluru, Karnataka"
Embedded Software Engineer,https://in.indeed.com/rc/clk?jk=367c3169b6344008&fccid=20ccf7980496f3a8&vjs=3,"
The hybrid model provides the advantage of having both in-person time with colleagues and flexible at-home life optimizations.
",Posted30+ days ago,MathWorks,"Hybrid remote in Bengaluru, Karnataka"
Staff Engineer Master Data Expert,https://in.indeed.com/rc/clk?jk=42fef2d50ec016f9&fccid=d29c5f56235af7ca&vjs=3,"
Ability to work with product teams and engineers to make applications of computer vision/ Natural Language Processing/ Machine Learning for Infineon.
",Posted30+ days ago,Infineon Technologies,"Bengaluru, Karnataka"
Software Quality Assurance Engineer,https://in.indeed.com/rc/clk?jk=e337c98e31588f91&fccid=3453268f43beb582&vjs=3,"
Train, mentor and supervise junior software engineers as required.
Our platform leverages the latest and greatest in web components, K8s containerization, CI/CD…
",Posted30+ days ago,Altair Engineering,"Bengaluru, Karnataka"
SDE - ML & Risk Management Platforms,https://in.indeed.com/rc/clk?jk=66b6a03b402d889a&fccid=fe2d21eef233e94a&vjs=3,"
Coaching and guiding cross-functional engineers.
2+ years of non-internship professional software development experience.
Basic knowledge of Machine Learning.
",Posted30+ days ago,ADCI - Karnataka,"Bengaluru, Karnataka"
A3-Software Engineer - ETL_Data Warehousing and Business Int...,https://in.indeed.com/rc/clk?jk=9650cc8878894932&fccid=942d7466867b4590&vjs=3,"
Develop, design, tune and maintain SSIS packages to perform the ETL process Design and develop ETL solutions using data integration tools for interfacing…
",Posted30+ days ago,"R1 RCM, Inc.","Noida, Uttar Pradesh"
Technical Support Engineer – AI/ML Startup – JavaScript / SQ...,https://in.indeed.com/rc/clk?jk=3322966bc23301a9&fccid=b7b641e3cd525101&vjs=3,"
The Technical Support Engineer (TSE) is the primary contact for customers on support issues and product queries.
Working knowledge of SQL queries.
",Posted30+ days ago,CareerXperts,India
"Software Engineer, Digital Discovery",https://in.indeed.com/rc/clk?jk=70b9e9f4d4c84ae5&fccid=fe2d21eef233e94a&vjs=3,"
2+ years of non-internship professional software development experience.
Programming experience with at least one modern language such as Java, C++, or C#…
",Posted16 days ago,ADCI - Tamil Nadu,"Bengaluru, Karnataka"
Machine Learning Engineer,https://in.indeed.com/rc/clk?jk=66ed264bf9075586&fccid=e2e59f2eca2f12a2&vjs=3,"
Study and transform data science prototypes.
Research and implement appropriate ML algorithms and tools.
Develop machine learning applications according to…
",Posted29 days ago,PANTA staffing Solutions,"Chennai, Tamil Nadu"
"Software Engineer II, Backend. Core Data",https://in.indeed.com/rc/clk?jk=85a01ac7e05cd814&fccid=f766f8bfbc3effb7&vjs=3,"
Anticipates risks and develops mitigation strategies, assigning ownership of components of solutions to other engineers or groups of engineers.
",Posted30+ days ago,Uber,"Bengaluru, Karnataka"
Senior Manager II Data Science- Search,https://in.indeed.com/rc/clk?jk=69cc681715e52c2d&fccid=0d167dde0758739a&vjs=3,"
Lead and mentor a team of scientists and engineers solving AI/ML problems through R&D while pushing the state-of-the-art.
",Posted30+ days ago,Walmart Global Tech India,"Bengaluru, Karnataka"
Software Engineer - Full Stack,https://in.indeed.com/rc/clk?jk=86e3dce9e9683b7b&fccid=1699288bf0507d9e&vjs=3,"
Design and develop features in collaboration with other engineers and product owners.
Implement unit/integration tests and meet quality requirements.
",Posted30+ days ago,TradeSun®,Remote in India
Infometry – Software Engineer – Digital Systems – RTL/VHDL/S...,https://in.indeed.com/rc/clk?jk=066089ab0ca63144&fccid=419466b023c4ff88&vjs=3,"
Conceptual understanding of Digital Systems.
Understanding of FPGA design flow and tools.
Hands-on debugging skills with onboard as well as a simulation…
",Posted30+ days ago,Software Engineer,"Bengaluru, Karnataka"
Software Engineer Professional,https://in.indeed.com/rc/clk?jk=cc133808a900c212&fccid=72713e5b1ba0ef22&vjs=3,"
This role is for a Salesforce Technology Professional in the Global CIO with ~ 1-2+ Years of relevant Salesforce Technical Experience and 0-2+ years of…
",Posted30+ days ago,BT,India
"Software Development Engineer, AWS SageMaker, AWS SageMaker",https://in.indeed.com/rc/clk?jk=bdcc1b2cebeb0347&fccid=fe2d21eef233e94a&vjs=3,"
Mentor engineers on backend development in a scrum team setting.
Collaborate with other SageMaker engineers for cross-cutting features.
",Posted30+ days ago,ADCI MAA 15 SEZ,"Chennai, Tamil Nadu"
Staff Software Engineer,https://in.indeed.com/rc/clk?jk=aaa3df8e344d0ab4&fccid=c5c99ec01e2125aa&vjs=3,"
We are looking to grow our team of Software researchers who dabble with data science, NLP and other interesting areas to solve problems across domains of…
",Posted30+ days ago,GE Corporate,"Bengaluru, Karnataka"
Embedded Software Engineer,https://in.indeed.com/rc/clk?jk=367c3169b6344008&fccid=20ccf7980496f3a8&vjs=3,"
The hybrid model provides the advantage of having both in-person time with colleagues and flexible at-home life optimizations.
",Posted30+ days ago,MathWorks,"Hybrid remote in Bengaluru, Karnataka"
Staff Engineer Master Data Expert,https://in.indeed.com/rc/clk?jk=42fef2d50ec016f9&fccid=d29c5f56235af7ca&vjs=3,"
Ability to work with product teams and engineers to make applications of computer vision/ Natural Language Processing/ Machine Learning for Infineon.
",Posted30+ days ago,Infineon Technologies,"Bengaluru, Karnataka"
Software Quality Assurance Engineer,https://in.indeed.com/rc/clk?jk=e337c98e31588f91&fccid=3453268f43beb582&vjs=3,"
Train, mentor and supervise junior software engineers as required.
Our platform leverages the latest and greatest in web components, K8s containerization, CI/CD…
",Posted30+ days ago,Altair Engineering,"Bengaluru, Karnataka"
SDE - ML & Risk Management Platforms,https://in.indeed.com/rc/clk?jk=66b6a03b402d889a&fccid=fe2d21eef233e94a&vjs=3,"
Coaching and guiding cross-functional engineers.
2+ years of non-internship professional software development experience.
Basic knowledge of Machine Learning.
",Posted30+ days ago,ADCI - Karnataka,"Bengaluru, Karnataka"
,,"
Develop, design, tune and maintain SSIS packages to perform the ETL process Design and develop ETL solutions using data integration tools for interfacing…
",Posted30+ days ago,"R1 RCM, Inc.","Noida, Uttar Pradesh"
,,"
The Technical Support Engineer (TSE) is the primary contact for customers on support issues and product queries.
Working knowledge of SQL queries.
",Posted30+ days ago,CareerXperts,India
,,"
2+ years of non-internship professional software development experience.
Programming experience with at least one modern language such as Java, C++, or C#…
",Posted16 days ago,ADCI - Tamil Nadu,"Bengaluru, Karnataka"
,,"
Study and transform data science prototypes.
Research and implement appropriate ML algorithms and tools.
Develop machine learning applications according to…
",Posted29 days ago,PANTA staffing Solutions,"Chennai, Tamil Nadu"
,,"
Anticipates risks and develops mitigation strategies, assigning ownership of components of solutions to other engineers or groups of engineers.
",Posted30+ days ago,Uber,"Bengaluru, Karnataka"
,,"
Lead and mentor a team of scientists and engineers solving AI/ML problems through R&D while pushing the state-of-the-art.
",Posted30+ days ago,Walmart Global Tech India,"Bengaluru, Karnataka"
,,"
Design and develop features in collaboration with other engineers and product owners.
Implement unit/integration tests and meet quality requirements.
",Posted30+ days ago,TradeSun®,Remote in India
,,"
Conceptual understanding of Digital Systems.
Understanding of FPGA design flow and tools.
Hands-on debugging skills with onboard as well as a simulation…
",Posted30+ days ago,Software Engineer,"Bengaluru, Karnataka"
,,"
This role is for a Salesforce Technology Professional in the Global CIO with ~ 1-2+ Years of relevant Salesforce Technical Experience and 0-2+ years of…
",Posted30+ days ago,BT,India
,,"
Mentor engineers on backend development in a scrum team setting.
Collaborate with other SageMaker engineers for cross-cutting features.
",Posted30+ days ago,ADCI MAA 15 SEZ,"Chennai, Tamil Nadu"
,,"
We are looking to grow our team of Software researchers who dabble with data science, NLP and other interesting areas to solve problems across domains of…
",Posted30+ days ago,GE Corporate,"Bengaluru, Karnataka"
,,"
The hybrid model provides the advantage of having both in-person time with colleagues and flexible at-home life optimizations.
",Posted30+ days ago,MathWorks,"Hybrid remote in Bengaluru, Karnataka"
,,"
Ability to work with product teams and engineers to make applications of computer vision/ Natural Language Processing/ Machine Learning for Infineon.
",Posted30+ days ago,Infineon Technologies,"Bengaluru, Karnataka"
,,"
Train, mentor and supervise junior software engineers as required.
Our platform leverages the latest and greatest in web components, K8s containerization, CI/CD…
",Posted30+ days ago,Altair Engineering,"Bengaluru, Karnataka"
,,"
Coaching and guiding cross-functional engineers.
2+ years of non-internship professional software development experience.
Basic knowledge of Machine Learning.
",Posted30+ days ago,ADCI - Karnataka,"Bengaluru, Karnataka"
,,"
Develop, design, tune and maintain SSIS packages to perform the ETL process Design and develop ETL solutions using data integration tools for interfacing…
",Posted30+ days ago,"R1 RCM, Inc.","Noida, Uttar Pradesh"
,,"
The Technical Support Engineer (TSE) is the primary contact for customers on support issues and product queries.
Working knowledge of SQL queries.
",Posted30+ days ago,CareerXperts,India
,,"
2+ years of non-internship professional software development experience.
Programming experience with at least one modern language such as Java, C++, or C#…
",Posted16 days ago,ADCI - Tamil Nadu,"Bengaluru, Karnataka"
,,"
Study and transform data science prototypes.
Research and implement appropriate ML algorithms and tools.
Develop machine learning applications according to…
",Posted29 days ago,PANTA staffing Solutions,"Chennai, Tamil Nadu"
,,"
Anticipates risks and develops mitigation strategies, assigning ownership of components of solutions to other engineers or groups of engineers.
",Posted30+ days ago,Uber,"Bengaluru, Karnataka"
,,"
Lead and mentor a team of scientists and engineers solving AI/ML problems through R&D while pushing the state-of-the-art.
",Posted30+ days ago,Walmart Global Tech India,"Bengaluru, Karnataka"
,,"
Design and develop features in collaboration with other engineers and product owners.
Implement unit/integration tests and meet quality requirements.
",Posted30+ days ago,TradeSun®,Remote in India
,,"
Conceptual understanding of Digital Systems.
Understanding of FPGA design flow and tools.
Hands-on debugging skills with onboard as well as a simulation…
",Posted30+ days ago,Software Engineer,"Bengaluru, Karnataka"
,,"
This role is for a Salesforce Technology Professional in the Global CIO with ~ 1-2+ Years of relevant Salesforce Technical Experience and 0-2+ years of…
",Posted30+ days ago,BT,India
,,"
Mentor engineers on backend development in a scrum team setting.
Collaborate with other SageMaker engineers for cross-cutting features.
",Posted30+ days ago,ADCI MAA 15 SEZ,"Chennai, Tamil Nadu"
,,"
We are looking to grow our team of Software researchers who dabble with data science, NLP and other interesting areas to solve problems across domains of…
",Posted30+ days ago,GE Corporate,"Bengaluru, Karnataka"
,,"
The hybrid model provides the advantage of having both in-person time with colleagues and flexible at-home life optimizations.
",Posted30+ days ago,MathWorks,"Hybrid remote in Bengaluru, Karnataka"
,,"
Ability to work with product teams and engineers to make applications of computer vision/ Natural Language Processing/ Machine Learning for Infineon.
",Posted30+ days ago,Infineon Technologies,"Bengaluru, Karnataka"
,,"
Train, mentor and supervise junior software engineers as required.
Our platform leverages the latest and greatest in web components, K8s containerization, CI/CD…
",Posted30+ days ago,Altair Engineering,"Bengaluru, Karnataka"
,,"
Coaching and guiding cross-functional engineers.
2+ years of non-internship professional software development experience.
Basic knowledge of Machine Learning.
",Posted30+ days ago,ADCI - Karnataka,"Bengaluru, Karnataka"
A3-Software Engineer - ETL_Data Warehousing and Business Int...,https://in.indeed.com/rc/clk?jk=9650cc8878894932&fccid=942d7466867b4590&vjs=3,"
Develop, design, tune and maintain SSIS packages to perform the ETL process Design and develop ETL solutions using data integration tools for interfacing…
",Posted30+ days ago,"R1 RCM, Inc.","Noida, Uttar Pradesh"
Technical Support Engineer – AI/ML Startup – JavaScript / SQ...,https://in.indeed.com/rc/clk?jk=3322966bc23301a9&fccid=b7b641e3cd525101&vjs=3,"
The Technical Support Engineer (TSE) is the primary contact for customers on support issues and product queries.
Working knowledge of SQL queries.
",Posted30+ days ago,CareerXperts,India
